income_id,prospectus_id,company_id,income_detail_id,sales_type,provider_type,sales_freq,times_refill,provider_amount,provider_total,detail_1,detail_2,detail_3,detail_4,detail_5,detail_6,detail_7,sales_total,profit_before_costs,operative_costs,cost_rent,cost_water,cost_electricity,cost_gas,cost_phone,cost_taxes,cost_transport,cost_maintenance,cost_accountant,cost_employees,cost_other,profil_after_costs
1,1675,1,0,C,C,2,2,NULL,10000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40000.00,30000.00,1987.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28013.00
1,1685,1,0,A,C,4,4,NULL,3000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2800.00,-200.00,200.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-400.00
1,1691,1,0,A,C,2,12,NULL,8000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9500.00,1500.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1500.00
1,1694,1,0,C,M,4,30,NULL,37000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63000.00,26000.00,8750.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17250.00
1,1696,1,0,C,C,1,2,NULL,2000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14000.00,12000.00,770.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11230.00
1,1697,1,0,C,C,30,1,NULL,1000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2530.00,9120.00,2080.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7040.00
1,1708,1,0,M,M,30,10,NULL,120000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41500.00,46000.00,20400.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25600.00
1,1714,1,0,C,C,1,4,NULL,15000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40000.00,25000.00,10000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000.00
1,1717,1,0,C,C,30,4,NULL,14000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6150.00,10600.00,900.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9700.00
1,1718,1,0,M,C,1,4,NULL,1500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1500.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00
1,1726,1,0,C,C,1,2,NULL,10000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80000.00,70000.00,42500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27500.00
1,1731,1,0,C,C,30,30,NULL,45000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20400.00,36600.00,6500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30100.00
1,1732,1,0,M,M,1,4,NULL,25000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35000.00,10000.00,1900.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8100.00
1,1734,1,0,C,C,4,4,NULL,6000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32000.00,26000.00,8800.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17200.00
1,1741,1,0,C,C,30,3,NULL,3000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2400.00,6600.00,483.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6117.00
1,1751,1,0,C,C,30,4,NULL,12.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10000.00,39988.00,300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39688.00
1,1755,1,0,C,M,1,1,NULL,750.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18000.00,17250.00,3900.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13350.00
1,1761,1,0,C,C,30,4,NULL,25000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11500.00,21000.00,2000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19000.00
1,1765,1,0,C,C,30,1,NULL,32000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11500.00,14000.00,480.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13520.00
1,1773,1,0,C,C,30,12,NULL,16000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8500.00,18000.00,2820.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15180.00
1,1774,1,0,C,C,1,1,NULL,1000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12000.00,11000.00,4026.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6974.00
1,1782,1,0,C,C,30,3,NULL,9000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4300.00,8200.00,1300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6900.00
1,1785,1,0,C,C,1,1,NULL,5000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7000.00,2000.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000.00
1,1788,1,0,C,C,1,6,NULL,6000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12000.00,6000.00,120.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5880.00
1,1794,1,0,C,C,30,0,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4800.00,19200.00,10920.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8280.00
1,1801,1,0,C,C,4,5,NULL,8000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19000.00,11000.00,100.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10900.00
1,1802,1,0,M,C,4,4,NULL,20000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36500.00,16500.00,1200.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15300.00
1,1804,1,0,C,C,1,1,NULL,1700.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20000.00,18300.00,7760.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10540.00
1,1806,1,0,C,C,30,16,NULL,3000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2400.00,6600.00,100.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6500.00
1,1812,1,0,C,C,30,4,NULL,6000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3000.00,6000.00,500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5500.00
1,1814,1,0,C,C,4,4,NULL,6000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10000.00,4000.00,220.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3780.00
1,1830,1,0,C,C,30,12,NULL,45000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14100.00,11400.00,2600.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8800.00
1,1833,1,0,C,C,30,24,NULL,40000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16700.00,26800.00,2500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24300.00
1,1836,1,0,C,C,30,30,NULL,36000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12000.00,12000.00,700.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11300.00
1,1837,1,0,C,C,4,4,NULL,7000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12000.00,5000.00,400.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4600.00
1,1839,1,0,C,C,4,30,NULL,39000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74000.00,35000.00,10300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24700.00
1,1842,1,0,M,C,30,2,NULL,6000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5650.00,16600.00,7300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9300.00
1,1844,1,0,C,C,4,8,NULL,10000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25000.00,15000.00,3250.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11750.00
1,1846,1,0,C,C,1,4,NULL,2500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13000.00,10500.00,1850.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8650.00
1,1848,1,0,C,C,30,30,NULL,260000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73000.00,32000.00,3000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29000.00
1,1850,1,0,C,C,4,4,NULL,48000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64500.00,16500.00,2400.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14100.00
1,1851,1,0,M,M,1,16,NULL,400000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,460000.00,60000.00,25300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34700.00
1,1853,1,0,C,C,30,30,NULL,40000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13500.00,14000.00,3900.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10100.00
1,1854,1,0,C,C,30,1,NULL,150000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60000.00,90000.00,15400.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74600.00
1,1856,1,0,C,C,4,30,NULL,56000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78000.00,22000.00,5400.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16600.00
1,1858,1,0,C,C,4,5,NULL,20000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39000.00,19000.00,1100.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17900.00
1,1859,1,0,C,C,4,1,NULL,7000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19000.00,12000.00,2100.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9900.00
1,1866,1,0,C,C,30,1,NULL,108000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32820.00,23280.00,3820.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19460.00
1,1870,1,0,C,C,30,4,NULL,14000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9190.00,22760.00,4750.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18010.00
1,1877,1,0,C,C,30,4,NULL,7200.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4300.00,10000.00,380.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9620.00
1,1880,1,0,C,C,30,26,NULL,72800.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20900.00,10800.00,100.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10700.00
1,1892,1,0,C,C,30,1,NULL,18000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8500.00,16000.00,4700.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11300.00
1,1898,1,0,C,C,4,24,NULL,43000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58000.00,15000.00,1000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14000.00
1,1900,1,0,NULL,NULL,1,0,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10000.00,10000.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10000.00
1,1906,1,0,C,C,30,12,NULL,35000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27000.00,73000.00,22775.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50225.00
1,1920,1,0,C,C,1,30,NULL,18600.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48000.00,29400.00,39990.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10590.00
1,1922,1,0,C,C,4,2,NULL,3000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4000.00,1000.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000.00
1,1927,1,0,C,C,1,3,NULL,2000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3000.00,1000.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000.00
1,1931,1,0,C,C,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4400.00,17600.00,800.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16800.00
1,1937,1,0,C,C,30,24,NULL,4000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4800.00,15200.00,7950.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7250.00
1,1938,1,0,C,C,30,4,NULL,15000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6900.00,12600.00,1450.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11150.00
1,1939,1,0,C,C,30,8,NULL,6400.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3000.00,5600.00,160.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5440.00
1,1941,1,0,C,C,30,8,NULL,8000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3450.00,5800.00,100.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5700.00
1,1946,1,0,C,C,30,3,NULL,4000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2700.00,6800.00,200.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6600.00
1,1949,1,0,C,C,30,12,NULL,44500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13900.00,11100.00,1300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9800.00
1,1955,1,0,C,C,4,4,NULL,45000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68000.00,23000.00,7500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15500.00
1,1970,1,0,M,M,4,8,NULL,100000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160000.00,60000.00,18066.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41934.00
1,1972,1,0,C,C,30,4,NULL,7417.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8900.00,28183.00,7801.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20382.00
1,1978,1,0,C,C,4,8,NULL,12000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21600.00,9600.00,460.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9140.00
1,1980,1,0,C,C,30,4,NULL,300000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102000.00,108000.00,16800.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91200.00
1,1988,1,0,C,C,30,3,NULL,6000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4400.00,11600.00,675.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10925.00
1,1991,1,0,C,C,4,4,NULL,11000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19400.00,8400.00,600.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7800.00
1,1999,1,0,C,C,1,2,NULL,4000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42500.00,38500.00,15230.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23270.00
1,2013,1,0,C,C,4,8,NULL,42000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59000.00,17000.00,3700.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13300.00
1,2026,1,0,C,C,4,24,NULL,24000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35000.00,11000.00,1320.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9680.00
1,2029,1,0,C,C,4,8,NULL,90000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126000.00,36000.00,4880.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31120.00
1,2037,1,0,C,C,1,8,NULL,5000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9000.00,4000.00,1500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2500.00
1,2040,1,0,C,C,30,1,NULL,500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400.00,5100.00,1400.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3700.00
1,2045,1,0,C,C,30,2,NULL,5000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3050.00,7200.00,150.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7050.00
1,2053,1,0,M,M,30,2,NULL,60000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21000.00,24000.00,2500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21500.00
1,2056,1,0,C,C,30,30,NULL,44000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21500.00,42000.00,9733.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32267.00
1,2079,1,0,C,C,30,12,NULL,8000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7300.00,21200.00,920.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20280.00
1,2081,1,0,C,C,30,4,NULL,6000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9600.00,32400.00,15450.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16950.00
1,2083,1,0,C,C,30,8,NULL,20000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10800.00,23200.00,1700.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21500.00
1,2084,1,0,C,C,4,30,NULL,120000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,156000.00,36000.00,7000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29000.00
1,2085,1,0,C,C,4,4,NULL,15000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28000.00,13000.00,500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12500.00
1,2086,1,0,C,C,30,28,NULL,36000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14200.00,20800.00,3200.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17600.00
1,2087,1,0,C,C,30,12,NULL,60000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23500.00,34000.00,1300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32700.00
1,2089,1,0,C,C,4,16,NULL,32000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56000.00,24000.00,1900.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22100.00
1,2094,1,0,C,C,30,30,NULL,45000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15500.00,17000.00,1050.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15950.00
1,2095,1,0,C,C,4,4,NULL,8000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21000.00,13000.00,750.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12250.00
1,2096,1,0,C,C,4,5,NULL,21000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35500.00,14500.00,1050.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13450.00
1,2097,1,0,M,C,4,6,NULL,9000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23000.00,14000.00,2000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12000.00
1,2108,1,0,C,C,4,2,NULL,18000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36000.00,18000.00,400.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17600.00
1,2109,1,0,C,C,30,3,NULL,3000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1380.00,2520.00,1700.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,820.00
1,2114,1,0,C,C,30,4,NULL,6000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6300.00,19200.00,11900.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7300.00
1,2117,1,0,C,C,4,4,NULL,20000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46000.00,26000.00,11750.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14250.00
1,2120,1,0,C,C,30,10,NULL,10000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5800.00,13200.00,350.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12850.00
1,2134,1,0,C,C,30,6,NULL,20000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7000.00,8000.00,900.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7100.00
1,2136,1,0,C,C,4,4,NULL,4500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13600.00,9100.00,1250.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7850.00
1,2139,1,0,C,C,30,1,NULL,120000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42000.00,48000.00,11500.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36500.00
1,2140,1,0,A,C,30,1,NULL,2000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3400.00,11600.00,300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11300.00
1,2147,1,0,C,C,30,3,NULL,3000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1650.00,3600.00,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3600.00
1,2151,1,0,C,C,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3000.00,12000.00,6000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6000.00
1,2152,1,0,C,C,30,8,NULL,78000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26000.00,26000.00,2950.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23050.00
1,2157,1,0,C,C,2,2,NULL,40000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90000.00,50000.00,24380.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25620.00
1,2159,1,0,C,C,4,6,NULL,38000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54000.00,16000.00,2300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13700.00
1,2163,1,0,C,C,30,30,NULL,210000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76000.00,94000.00,17550.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76450.00
1,2164,1,0,C,C,30,28,NULL,25000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13900.00,30600.00,1900.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28700.00
1,2165,1,0,C,M,30,4,NULL,29000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13300.00,24200.00,6350.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17850.00
1,2177,1,0,C,C,4,4,NULL,20000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28000.00,8000.00,300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7700.00
1,2180,1,0,C,C,4,2,NULL,4000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10000.00,6000.00,40.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5960.00
1,2181,1,0,C,C,4,4,NULL,9000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23000.00,14000.00,1400.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12600.00
1,2184,1,0,C,C,4,4,NULL,12000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27200.00,15200.00,2780.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12420.00
1,2186,1,0,C,C,4,12,NULL,18000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36000.00,18000.00,1200.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16800.00
1,2189,1,0,C,C,4,4,NULL,9000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20000.00,11000.00,1100.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9900.00
1,2190,1,0,C,C,30,1,NULL,20000.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9600.00,18400.00,2260.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16140.00
